Region Name,Quarter,Year,Fixed State F&O,Reports per 100K-F&O together,State Pop,State Total Reports Quarter
Maluku,3,2021,19394,254.6851282,7614893,19394
Gorontalo,1,2020,8431,149.4955699,5639632,8431
West Nusa Tenggara,2,2018,2027,149.0757963,1359711,2027
West Nusa Tenggara,1,2019,2161,158.9308316,1359711,2161
Central Java,3,2018,21004,164.0682553,12801989,21004
West Sumatra,3,2018,7773,133.5008692,5822434,7773
West Kalimantan,3,2018,1746,163.3641411,1068778,1746
South East Java,1,2019,19143,163.7679548,11689100,19143
North Kalimantan,4,2019,9083,131.7808639,6892503,9083
Riau Islands,2,2019,17336,173.5881469,9986857,17336
West Sumatra,3,2021,14335,212.9312787,6732219,14335
Aceh,4,2019,7572,154.4302326,4903185,7572
South West Java,4,2021,6105,154.2846789,3956971,6105
West Sumatra,3,2018,7773,133.5008692,5822434,7773
Sulawesi,2,2019,16673,195.3366866,8535519,16673
South West Java,2,2019,5626,142.17946,3956971,5626
North Sumatra,4,2018,2321,129.8777605,1787065,2321
Lampung,4,2018,1780,132.4195886,1344212,1780
Papua,3,2021,15207,247.7748008,6137428,15207
West Kalimantan,2,2018,1662,155.5046979,1068778,1662
Bali,2,2020,1247,170.4611473,731545,1247
Java,3,2018,4298,134.0628917,3205958,4298
Central Papua,4,2020,2585,244.0150242,1059361,2585
West Sulawesi,1,2019,18425,175.6755571,10488084,18425
Riau Islands,3,2021,22572,226.0170542,9986857,22572
Riau,1,2021,64415,331.1218959,19453561,64415
West Sumatra,1,2021,18207,270.4457475,6732219,18207
North Sulawesi,2,2020,4259,134.9890811,3155070,4259
Bangka Belitung,2,2020,17240,285.1622977,6045680,17240
Borneo,2,2019,902,144.5538303,623989,902
Papua,2,2018,11076,180.4664755,6137428,11076
Central Sumatra,1,2019,6599,156.4583093,4217737,6599
South Sumatra,2,2021,34570,272.8100405,12671821,34570
Banten,1,2020,12745,175.0995402,7278717,12745
East Nusa Tenggara,2,2018,15068,169.6428471,8882190,15068
Central Sumatra,2,2018,6656,157.8097449,4217737,6656
Riau Islands,4,2018,15163,151.8295496,9986857,15163
Puerto Rico,2,2021,2442,76.46318026,3193694,2442
West Nusa Tenggara,2,2019,2450,180.1853482,1359711,2450
West Papua,3,2019,937,105.916517,884659,937
West Papua,4,2018,838,94.72576439,884659,838
West Nusa Tenggara,4,2021,2382,175.1842855,1359711,2382
West Sumatra,4,2019,8130,139.6323256,5822434,8130
Riau,2,2021,55663,286.1327034,19453561,55663
Central Sumatra,1,2022,8292,196.598318,4217737,8292
Central Kalimantan,3,2019,2825,146.0395118,1934408,2825
Maluku,3,2019,2217,156.5819509,1415872,2217
Bangka Belitung,1,2021,25158,416.1318495,6045680,25158
North Sulawesi,1,2021,6220,197.1430111,3155070,6220
North Maluku,2,2019,4519,151.840516,2976149,4519
District of Columbia,4,2018,2062,292.1718628,705749,2062
Java,1,2022,5766,179.8526369,3205958,5766
Central Java,3,2020,31348,244.8681998,12801989,31348
Lampung,2,2019,2084,155.0350689,1344212,2084
Bali,4,2018,12259,179.5092642,6829174,12259
Bali,4,2021,15365,224.9906065,6829174,15365
District of Columbia,3,2019,2336,330.995864,705749,2336
Aceh,1,2019,7506,153.0841688,4903185,7506
West Sulawesi,2,2019,20521,195.6601415,10488084,20521
Riau,3,2021,51881,266.6915327,19453561,51881
West Kalimantan,3,2019,2846,158.8039374,1792147,2846
Central Java,1,2018,64431,163.0659961,39512223,64431
Puerto Rico,3,2018,811,25.39379164,3193694,811
South Sumatra,3,2021,36057,284.5447391,12671821,36057
District of Columbia,1,2022,2537,359.4762444,705749,2537
North Kalimantan,3,2020,15198,220.5004481,6892503,15198
East Kalimantan,2,2021,9750,218.2344142,4467673,9750
West Kalimantan,1,2018,2346,130.9044403,1792147,2346
Riau,4,2018,30103,154.7428772,19453561,30103
Bengkulu,3,2020,7580,251.1760207,3017804,7580
Maluku,4,2018,1631,115.1940288,1415872,1631
District of Columbia,3,2021,3294,466.7381746,705749,3294
Central Papua,1,2022,1977,186.6219353,1059361,1977
Central Papua,1,2022,3617,172.4985681,2096829,0
South East Java,3,2019,22016,188.3464082,11689100,22016
Bali,4,2018,835,114.1419872,731545,835
Central Kalimantan,2,2020,3075,158.9633624,1934408,3075
West Nusa Tenggara,2,2021,3288,241.8160918,1359711,3288
North Maluku,2,2018,4223,141.8947774,2976149,4223
Central Java,1,2019,59408,150.3534742,39512223,59408
North Maluku,4,2019,3841,129.0593986,2976149,3841
Bali,3,2021,21977,321.8105147,6829174,21977
West Sumatra,4,2019,8130,139.6323256,5822434,8130
Puerto Rico,2,2018,789,24.70493416,3193694,789
Central Java,4,2020,87759,222.1059544,39512223,87759
North Sulawesi,4,2020,4748,150.4879448,3155070,4748
Java,1,2022,851,147.0387502,578759,851
Bali,3,2018,856,117.012624,731545,856
Gorontalo,2,2021,12147,215.386394,5639632,12147
Yogyakarta,4,2018,2048,210.3179004,973764,2048
Maluku,2,2019,15513,203.7192118,7614893,15513
Lampung,1,2022,2247,167.1611323,1344212,2247
Yogyakarta,4,2021,2986,306.6451419,973764,2986
West Kalimantan,4,2021,1822,170.4750659,1068778,1822
Jakarta,2,2020,66679,310.4563577,21477737,66679
Borneo,4,2019,800,128.2073883,623989,800
North Kalimantan,1,2019,10069,146.0862621,6892503,10069
Puerto Rico,2,2018,789,24.70493416,3193694,789
Banten,4,2021,15537,213.4579487,7278717,0
South Sulawesi,3,2020,10410,337.969895,3080156,10410
Banten,1,2022,14821,203.6210502,7278717,14821
North Kalimantan,1,2022,13697,198.7231634,6892503,13697
South West Java,3,2018,5345,135.0780686,3956971,5345
Bali,4,2019,989,135.1933237,731545,989
West Sumatra,3,2021,12144,208.572566,5822434,12144
West Sulawesi,3,2020,25738,245.4023061,10488084,25738
Borneo,1,2018,652,104.4890214,623989,652
Central Java,1,2019,59408,150.3534742,39512223,59408
Central Java,2,2018,68491,173.3412975,39512223,68491
Southeast Sulawesi,4,2019,673,88.3130244,762062,673
South West Java,3,2021,7923,200.2289125,3956971,7923
Java,3,2018,4298,134.0628917,3205958,4298
Gorontalo,3,2019,8899,157.7939837,5639632,8899
Maluku,3,2019,16154,212.1369269,7614893,16154
Central Java,3,2018,21004,164.0682553,12801989,21004
East Java,1,2019,10205,177.2090264,5758736,10205
Central Kalimantan,4,2020,3275,169.3024429,1934408,3275
Central Papua,3,2018,3934,187.6166345,2096829,3934
Sulawesi,4,2019,14408,168.8005146,8535519,14408
Central Java,3,2018,21004,164.0682553,12801989,21004
Bangka Belitung,1,2020,12652,209.2733985,6045680,12652
Sulawesi,4,2021,20058,234.9944977,8535519,20058
Bali,3,2018,856,117.012624,731545,856
West Nusa Tenggara,1,2022,2363,173.7869297,1359711,2363
Puerto Rico,2,2019,1152,36.07108258,3193694,1152
East Kalimantan,3,2020,8415,188.3530867,4467673,8415
Papua,3,2019,12453,202.9025839,6137428,12453
East Java,1,2022,13566,235.5725284,5758736,13566
North Sumatra,4,2021,2933,164.1238567,1787065,2933
Papua,2,2018,11076,180.4664755,6137428,11076
Maluku,3,2020,2990,211.1772816,1415872,2990
East Nusa Tenggara,1,2021,28992,326.4059877,8882190,28992
West Kalimantan,1,2018,1371,128.277341,1068778,1371
Southeast Sulawesi,4,2019,673,88.3130244,762062,673
South Sulawesi,1,2020,7713,250.4093948,3080156,7713
Central Java,1,2018,64431,163.0659961,39512223,64431
South East Java,4,2019,18599,159.1140464,11689100,18599
Riau Islands,4,2018,15163,151.8295496,9986857,15163
Banten,2,2021,20956,287.9078827,7278717,20956
District of Columbia,1,2019,1883,266.808738,705749,1883
East Papua,1,2020,9446,183.4632881,5148714,9446
South East Java,3,2021,29717,254.2282982,11689100,29717
Bali,1,2018,12037,176.2585051,6829174,12037
Bengkulu,1,2021,6993,231.7247906,3017804,6993
East Nusa Tenggara,1,2020,15413,173.5270243,8882190,15413
North Sulawesi,4,2019,3662,116.0671554,3155070,3662
Riau Islands,2,2021,23109,231.3941213,9986857,23109
West Sumatra,4,2018,7909,135.8366621,5822434,7909
Yogyakarta,3,2020,3183,326.8759165,973764,3183
Bali,3,2021,1735,237.1692787,731545,1735
West Papua,4,2020,31130,293.1973229,10617423,31130
South East Java,3,2018,20154,172.4170381,11689100,20154
South West Java,4,2020,6794,171.6969874,3956971,6794
Lampung,1,2018,1604,119.3264158,1344212,1604
West Sulawesi,4,2018,17600,167.8094874,10488084,17600
Sumatra,3,2019,53177,183.3950139,28995881,53177
Papua,3,2019,12453,202.9025839,6137428,12453
North Sumatra,2,2019,2812,157.3529782,1787065,2812
West Sulawesi,3,2019,20803,198.3489072,10488084,20803
South Sumatra,4,2019,19214,151.6277732,12671821,19214
West Java,4,2019,5721,160.4639402,3565287,5721
West Kalimantan,1,2020,2646,147.6441386,1792147,2646
North Kalimantan,4,2019,9083,131.7808639,6892503,9083
Sumatra,3,2021,81525,281.1606242,28995881,81525
Central Java,2,2019,81249,205.6300401,39512223,81249
Riau Islands,2,2021,23109,231.3941213,9986857,23109
Papua,4,2020,14355,233.8927642,6137428,14355
West Papua,1,2018,24945,234.9440161,10617423,24945
Maluku,2,2019,15513,203.7192118,7614893,15513
Central Kalimantan,4,2019,2332,120.5536784,1934408,2332
North Maluku,1,2022,4998,167.9351403,2976149,4998
Central Papua,4,2020,2585,244.0150242,1059361,2585
Sulawesi,1,2019,14590,170.932781,8535519,14590
Riau,1,2021,64415,331.1218959,19453561,64415
Sumatra,2,2019,51744,178.4529327,28995881,51744
Central Sumatra,4,2019,6566,155.6758992,4217737,6566
Yogyakarta,1,2019,1900,195.1191459,973764,1900
West Sumatra,1,2020,9582,142.3304857,6732219,9582
Southeast Sulawesi,3,2018,640,83.98266808,762062,640
West Sumatra,3,2018,7773,133.5008692,5822434,7773
East Java,4,2019,9837,170.8187352,5758736,9837
Bali,4,2021,15365,224.9906065,6829174,15365
West Papua,1,2019,21230,199.954358,10617423,21230
South Kalimantan,2,2020,9184,197.5566136,4648794,9184
East Kalimantan,1,2019,6041,135.2158047,4467673,6041
Aceh,3,2021,15075,307.4532166,4903185,15075
North Sulawesi,1,2020,3667,116.2256305,3155070,3667
West Sulawesi,3,2018,18639,177.715968,10488084,18639
Central Papua,2,2020,1994,188.2266763,1059361,1994
District of Columbia,2,2018,2210,313.1424912,705749,2210
Central Kalimantan,2,2019,2764,142.8860923,1934408,2764
West Kalimantan,2,2020,1948,182.2642307,1068778,1948
West Sulawesi,3,2018,18639,177.715968,10488084,18639
Central Sulawesi,1,2020,4070,139.7034443,2913314,4070
Banten,2,2021,20956,287.9078827,7278717,20956
Central Java,2,2018,68491,173.3412975,39512223,68491
Jakarta,3,2019,54592,254.179479,21477737,54592
Banten,3,2019,17195,236.2366884,7278717,17195
East Kalimantan,2,2018,6531,146.183483,4467673,6531
North Maluku,1,2018,4339,145.7924318,2976149,4339
Sumatra,3,2018,56558,195.0552908,28995881,56558
Bengkulu,1,2019,3993,132.314756,3017804,3993
West Kalimantan,2,2019,1733,162.1477987,1068778,1733
Riau,1,2021,64415,331.1218959,19453561,64415
Riau Islands,2,2018,21019,210.4666163,9986857,21019
East Papua,1,2021,16219,315.0106998,5148714,16219
Puerto Rico,4,2019,1057,33.09647073,3193694,1057
District of Columbia,1,2022,2537,359.4762444,705749,2537
East Papua,4,2019,9198,178.6465514,5148714,9198
West Kalimantan,1,2018,1371,128.277341,1068778,1371
Maluku,2,2020,2740,193.5203182,1415872,2740
West Sumatra,3,2019,10025,148.9107826,6732219,10025
South Kalimantan,1,2021,13489,290.1612762,4648794,13489
West Java,3,2019,6249,175.2734072,3565287,6249
Banten,3,2018,14520,199.4857061,7278717,14520
West Papua,1,2018,772,87.26526266,884659,772
North Maluku,4,2019,3841,129.0593986,2976149,0
Southeast Sulawesi,4,2021,882,115.7386144,762062,882
Bali,4,2019,10870,159.1700548,6829174,10870
Papua,1,2018,10664,173.7535658,6137428,10664
Central Papua,3,2020,2284,215.6016693,1059361,2284
West Kalimantan,3,2019,1947,182.1706659,1068778,1947
Central Java,2,2021,38158,298.0630588,12801989,38158
Maluku,3,2021,3296,232.7894047,1415872,3296
West Sulawesi,2,2019,20521,195.6601415,10488084,20521
North Kalimantan,3,2021,16804,243.8011271,6892503,16804
Banten,3,2021,20775,285.4211807,7278717,20775
North Kalimantan,2,2018,9769,141.7337069,6892503,9769
Papua,4,2020,14355,233.8927642,6137428,14355
Yogyakarta,2,2021,3611,370.8290715,973764,3611
Central Java,2,2019,81249,205.6300401,39512223,81249
West Sulawesi,1,2022,21909,208.8942079,10488084,21909
Gorontalo,1,2019,7678,136.1436349,5639632,7678
Bangka Belitung,2,2020,17240,285.1622977,6045680,17240
West Sumatra,4,2019,8130,139.6323256,5822434,8130
Aceh,3,2020,12293,250.7145865,4903185,12293
Yogyakarta,4,2021,2986,306.6451419,973764,2986
Bali,2,2019,13106,191.9119355,6829174,13106
Aceh,1,2019,7506,153.0841688,4903185,7506
Central Java,3,2020,31348,244.8681998,12801989,31348
Bali,2,2021,21974,321.7665855,6829174,21974
Riau Islands,3,2020,20907,209.3451423,9986857,20907
Central Sulawesi,3,2020,5352,183.7083129,2913314,5352
Papua,4,2018,10056,163.847136,6137428,10056
West Sumatra,4,2018,8837,131.2642978,6732219,8837
Riau,2,2018,31185,160.3048408,19453561,31185
Lampung,2,2019,2084,155.0350689,1344212,2084
Central Sulawesi,2,2020,4760,163.387812,2913314,4760
North Maluku,3,2018,4154,139.5763451,2976149,4154
Borneo,1,2019,769,123.239352,623989,769
Riau,1,2022,40607,208.7381328,19453561,40607
North Sulawesi,4,2021,4153,131.6294092,3155070,4153
West Papua,2,2021,1351,152.7142097,884659,1351
Java,3,2020,1045,180.5587473,578759,1045
Bangka Belitung,2,2018,12039,199.133927,6045680,12039
West Java,3,2018,5676,159.2017697,3565287,5676
Central Papua,2,2018,1676,158.2085805,1059361,1676
Jakarta,1,2021,83196,387.3592455,21477737,83196
Banten,2,2020,17491,240.3033392,7278717,17491
East Kalimantan,3,2020,8415,188.3530867,4467673,8415
Southeast Sulawesi,4,2019,673,88.3130244,762062,673
District of Columbia,1,2019,1883,266.808738,705749,1883
Central Papua,1,2019,2860,136.3964348,2096829,2860
North Maluku,4,2021,5522,185.5417857,2976149,5522
Riau,1,2018,29975,154.0848999,19453561,29975
Yogyakarta,4,2020,2971,305.1047276,973764,2971
Maluku,1,2018,11335,148.8530436,7614893,11335
West Sumatra,4,2020,11480,197.1684007,5822434,11480
Central Papua,4,2019,1326,125.1697958,1059361,1326
Southeast Sulawesi,4,2020,1113,146.0511087,762062,1113
Central Java,2,2020,29163,227.8005394,12801989,29163
Maluku,4,2018,10655,139.9231742,7614893,10655
West Sumatra,1,2019,8366,143.6856133,5822434,8366
South Kalimantan,3,2020,10529,226.4888485,4648794,10529
Riau Islands,1,2021,26451,264.858103,9986857,26451
East Papua,2,2020,11468,222.7352306,5148714,11468
Java,2,2019,5078,158.3925928,3205958,5078
West Papua,2,2020,1074,121.40271,884659,1074
Central Sumatra,2,2019,9025,213.9773058,4217737,9025
Jakarta,3,2020,72298,336.6183318,21477737,72298
South West Java,4,2018,4681,118.2975564,3956971,4681
Central Java,2,2019,23944,187.0334368,12801989,23944
Banten,1,2022,14821,203.6210502,7278717,14821
Central Kalimantan,3,2021,3243,167.64819,1934408,3243
West Kalimantan,3,2020,3657,204.0569217,1792147,3657
West Papua,3,2020,1095,123.776506,884659,1095
Central Papua,2,2018,3650,174.0723731,2096829,3650
Bali,1,2018,12037,176.2585051,6829174,12037
Maluku,1,2022,2405,169.8599873,1415872,2405
Gorontalo,1,2019,7678,136.1436349,5639632,7678
Bali,1,2018,12037,176.2585051,6829174,12037
Central Sumatra,2,2018,6656,157.8097449,4217737,6656
West Papua,1,2021,1525,172.3828051,884659,1525
Central Sumatra,3,2020,9695,229.8626017,4217737,9695
North Kalimantan,2,2021,17964,260.6310073,6892503,17964
South West Java,1,2022,5864,148.1941616,3956971,5864
Papua,2,2018,11076,180.4664755,6137428,11076
West Sumatra,4,2019,8762,130.1502521,6732219,8762
West Nusa Tenggara,1,2022,2363,173.7869297,1359711,2363
Riau,2,2018,31185,160.3048408,19453561,31185
West Sumatra,2,2019,10312,153.1738644,6732219,0
West Kalimantan,1,2022,2594,144.7425909,1792147,2594
Central Kalimantan,1,2020,2449,126.6020405,1934408,2449
Bali,4,2019,989,135.1933237,731545,989
Banten,1,2019,11875,163.1468843,7278717,11875
Papua,1,2022,11023,179.6029216,6137428,11023
Bengkulu,2,2018,3982,131.9502526,3017804,3982
Central Papua,2,2018,3650,174.0723731,2096829,3650
Banten,3,2019,17195,236.2366884,7278717,17195
Sulawesi,4,2021,20058,234.9944977,8535519,20058
North Sulawesi,1,2018,3443,109.1259465,3155070,0
Maluku,2,2021,3140,221.7714596,1415872,3140
Central Papua,1,2020,1592,150.2792721,1059361,1592
Bali,1,2020,1167,159.525388,731545,1167
West Java,3,2019,6249,175.2734072,3565287,6249
Bengkulu,2,2018,3982,131.9502526,3017804,3982
Maluku,4,2020,18564,243.7854347,7614893,18564
East Papua,1,2019,8407,163.2834918,5148714,8407
West Sumatra,3,2018,7773,133.5008692,5822434,7773
West Kalimantan,2,2019,2931,163.5468519,1792147,2931
Central Papua,3,2020,4611,219.9034828,2096829,4611
Central Sulawesi,1,2021,9027,309.8533148,2913314,9027
West Papua,3,2019,937,105.916517,884659,937
Bangka Belitung,3,2018,12271,202.9713779,6045680,12271
Central Sulawesi,1,2018,4099,140.6988742,2913314,4099
Gorontalo,1,2020,8431,149.4955699,5639632,8431
Lampung,1,2022,2247,167.1611323,1344212,2247
West Java,1,2018,5337,149.6934188,3565287,5337
Bali,1,2021,2665,364.29748,731545,2665
Riau,1,2022,40607,208.7381328,19453561,40607
Southeast Sulawesi,2,2019,900,118.100627,762062,900
West Papua,3,2020,33623,316.6775968,10617423,33623
East Papua,3,2018,9601,186.4737486,5148714,9601
North Sulawesi,1,2021,6220,197.1430111,3155070,6220
Yogyakarta,1,2021,3822,392.4975661,973764,3822
Java,4,2019,730,126.1319478,578759,730
East Kalimantan,3,2018,6489,145.2433963,4467673,6489
Yogyakarta,1,2019,1900,195.1191459,973764,1900
Sulawesi,1,2020,16641,194.9617826,8535519,16641
Sumatra,2,2018,57667,198.879972,28995881,57667
Java,3,2021,1067,184.359984,578759,1067
East Kalimantan,3,2019,7447,166.6863264,4467673,7447
Java,4,2020,1021,176.4119435,578759,0
Jakarta,2,2018,59081,275.0801912,21477737,59081
Java,4,2020,5880,183.4085163,3205958,5880
Central Sumatra,1,2020,7018,166.3925465,4217737,7018
Java,1,2020,4834,150.7817632,3205958,4834
West Java,1,2018,5337,149.6934188,3565287,5337
West Nusa Tenggara,1,2022,2363,173.7869297,1359711,2363
Java,2,2020,6377,198.9109028,3205958,6377
Central Sumatra,3,2018,6996,165.8709398,4217737,6996
Central Sumatra,1,2019,6599,156.4583093,4217737,6599
Bali,3,2020,18443,270.0619431,6829174,0
South West Java,1,2022,5864,148.1941616,3956971,5864
Java,3,2020,6471,201.8429437,3205958,6471
Central Papua,2,2018,3650,174.0723731,2096829,3650
Lampung,1,2018,1604,119.3264158,1344212,1604
Aceh,3,2021,15075,307.4532166,4903185,15075
Banten,2,2018,13798,189.5663755,7278717,13798
Jakarta,3,2021,78078,363.5299194,21477737,78078
Central Java,2,2018,68491,173.3412975,39512223,68491
East Nusa Tenggara,1,2020,15413,173.5270243,8882190,15413
North Sumatra,1,2021,4438,248.3401555,1787065,4438
Java,2,2020,6377,198.9109028,3205958,0
Central Kalimantan,1,2022,2709,140.0428452,1934408,2709
Lampung,1,2018,1604,119.3264158,1344212,1604
North Sumatra,1,2021,4438,248.3401555,1787065,4438
South Sulawesi,1,2020,7713,250.4093948,3080156,7713
Maluku,4,2021,15979,209.8387988,7614893,15979
Central Java,1,2020,64095,162.2156263,39512223,64095
South East Java,2,2020,24379,208.5618226,11689100,24379
West Kalimantan,3,2021,3665,204.5033136,1792147,3665
West Sumatra,4,2018,8837,131.2642978,6732219,8837
Puerto Rico,2,2018,789,24.70493416,3193694,789
West Sumatra,1,2019,8366,143.6856133,5822434,8366
Gorontalo,3,2018,8125,144.069684,5639632,8125
